Index,Initial x,Initial vy,Period,Jacobi Constant,Stability Index,Eig1,Eig2,Eig3,Eig4,Eig5,Eig6
0,1.089243774993863,0.07955892352543173,14.408474786940175,3.213608231470518,1.0078965067483054,(1.133814608316647+0j),(1.0001243998735863+0j),(0.999875615635001+0j),(0.881978405128892+0j),(0.338434333412176+0.9409900116195702j),(0.338434333412176-0.9409900116195702j)
1,1.0891594998644742,0.08156574844703292,14.460154097924956,3.213437934896507,1.0084603393292406,(1.1388146870818094+0j),(1.000150812177013+0j),(0.9998492106169886+0j),(0.8781059914920967+0j),(0.3848009058354175+0.9229996006869107j),(0.3848009058354175-0.9229996006869107j)
2,1.0890827477167266,0.08342425284291485,14.509380856256485,3.2132710096262143,1.009010720042757,(1.1435567461103873+0j),(1.000103456141017+0j),(0.9998965546277147+0j),(0.8744646938613676+0j),(0.42843031445337976+0.9035748257102564j),(0.42843031445337976-0.9035748257102564j)
3,1.089012853735478,0.08514748833934611,14.556270689575618,3.213108011981763,1.0095478544412726,(1.1480645335617938+0j),(1.0001487207380457+0j),(0.9998513014063769+0j),(0.8710311752759933+0j),(0.46938822323143115+0.88299190024121j),(0.46938822323143115-0.88299190024121j)
4,1.0889492071920706,0.0867471479998709,14.600933896737462,3.2129493550612716,1.0100719341404467,(1.1523579564111128+0j),(1.0000804776443402+0j),(0.9999195288488363+0j),(0.867785911853565+0j),(0.5077565328319325+0.8615006113558107j),(0.5077565328319325-0.8615006113558107j)
5,1.0888912483769126,0.08823373170206207,14.643475671618472,3.212795336053548,1.0105831037427613,(1.15645362700441+0j),(1.0001167883651798+0j),(0.9998832253098177+0j),(0.8647125804340662+0j),(0.5436296031664472+0.8393252376528585j),(0.5436296031664472-0.8393252376528585j)
6,1.0888384653238512,0.08961668804931175,14.683996321863951,3.2126461583676607,1.0110815012881373,(1.1603658013031886+0j),(1.0000643284916848+0j),(0.9999356757285176+0j),(0.8617972012191962+0j),(0.5771109528807377+0.8166657505154862j),(0.5771109528807377-0.8166657505154862j)
7,1.0887903904718235,0.0909045366996015,14.722591481660631,3.2125019496167386,1.0115672347348676,(1.1641066407128637+0j),(1.000085597370082+0j),(0.9999144099895567+0j),(0.8590278287141713+0j),(0.6083104143770572+0.7936992123974643j),(0.6083104143770572-0.7936992123974643j)
8,1.0887465973587696,0.09210497425664335,14.759352317924353,3.2123627762774376,1.0120404063659065,(1.1676867494065815+0j),(1.000102742803806+0j),(0.9998972677930252+0j),(0.8563940632759737+0j),(0.6373417125642717+0.7705813009836067j),(0.6373417125642717-0.7705813009836067j)
9,1.0887066974149855,0.09322496627486247,14.794365729521056,3.2122286556668986,1.012501109322899,(1.1711154099307517+0j),(1.0000935186481366+0j),(0.9999064901582261+0j),(0.8538868086432276+0j),(0.6643204324605478+0.7474478998668569j),(0.6643204324605478-0.7474478998668569j)
10,1.0886703368974933,0.09427082747601573,14.827714539306758,3.2120995657487788,1.0129494301748132,(1.1744008100951484+0j),(1.0001046904068425+0j),(0.9998953205828204+0j),(0.8514980502132945+0j),(0.689362336993893+0.724416709038564j),(0.689362336993893-0.724416709038564j)
11,1.0886371939908246,0.09524829190934525,14.85947767889692,3.211975453175461,1.0133854589545441,(1.1775502797748147+0j),(1.000084551130607+0j),(0.9999154560824364+0j),(0.8492206380564242+0j),(0.7125819968094282+0.7015888381545367j),(0.7125819968094282-0.7015888381545367j)
12,1.0886069760886423,0.0961625744929239,14.889730366168633,3.2118562398911514,1.0138092850962666,(1.180570391236533+0j),(1.0000678058413066+0j),(0.9999321988012075+0j),(0.8470481788772114+0j),(0.7340916944005396+0.679050354695501j),(0.7340916944005396-0.679050354695501j)
