Index,Initial x,Initial vy,Period,Jacobi Constant,Stability Index,Eig1,Eig2,Eig3,Eig4,Eig5,Eig6
0,-0.8339503637029418,-0.055127051324492825,13.393511081123224,3.10988546515554,27148249.069415085,(54296498.138830155+0j),(2.2443106476852125e-08+0j),(0.9999999987162325+1.346728892813982e-05j),(0.9999999987162325-1.346728892813982e-05j),(0.9106564848997651+0.413164333540553j),(0.9106564848997651-0.413164333540553j)
1,-0.8320533382633233,-0.06043932464394448,13.357002663949853,3.111687440433418,25089405.42224072,(50178810.844481416+0j),(3.3405588728990174e-08+0j),(1.0000000062266197+2.5895490406818123e-05j),(1.0000000062266197-2.5895490406818123e-05j),(0.8995933798140228+0.4367284636874396j),(0.8995933798140228-0.4367284636874396j)
2,-0.8302161460920223,-0.06560033407238139,13.322297297470305,3.1134081234250006,23147342.422486074,(46294684.844972126+0j),(1.000025798819849+0j),(0.9999742016187242+0j),(2.9546619165717977e-08+0j),(0.8888238732237965+0.45824897423502525j),(0.8888238732237965-0.45824897423502525j)
3,-0.82843925019656,-0.07060774351026158,13.28930430765898,3.1150490482828053,22251630.496043928,(42647759.89742656+0j),(1.0000000023626425+2.52246328850617e-05j),(1.0000000023626425-2.52246328850617e-05j),(2.247026347524934e-08+0j),(0.8783978897606457+0.4779300652439062j),(0.8783978897606457-0.4779300652439062j)
4,-0.8267228549325797,-0.07545990730786553,13.257937405256182,3.1166119826529317,19619103.11238878,(39238206.224777535+0j),(1.000000000508804+2.1613369448894195e-05j),(1.000000000508804-2.1613369448894195e-05j),(3.46211950435131e-08+0j),(0.8683475141788846+0.4959562426458151j),(0.8683475141788846-0.4959562426458151j)
5,-0.8250669171989631,-0.08015585159688339,13.228114525332206,3.118098900313676,22869782.407478336,(36063174.5236067+0j),(1.0000259717198952+0j),(0.9999740277740634+0j),(2.186291024074204e-08+0j),(0.8586909017738017+0.512493839193118j),(0.8586909017738017-0.512493839193118j)
6,-0.8234711601437975,-0.08469524808458516,13.199757668404702,3.119511952984296,19737495.54845181,(33117263.344557695+0j),(2.533249463046591e-08+0j),(1.0000572574018787+0j),(0.9999427477860442+0j),(0.8494354721507449+0.5276925038808616j),(0.8494354721507449-0.5276925038808616j)
7,-0.8219350889849975,-0.08907838119379297,13.172792742408745,3.1208534418715153,16710142.411118837,(30392984.49218887+0j),(2.992194726403428e-08+0j),(1.000038014038185+0j),(0.9999619917686814+0j),(0.8405805083077547+0.5416866336297053j),(0.8405805083077547-0.5416866336297053j)
8,-0.820387762873205,-0.09350749064975307,13.145936534028339,3.122185862907983,16617468.247677745,(27764463.197079465+0j),(1.0000171454389595+0j),(0.9999828533470462+0j),(3.0088819340447626e-08+0j),(0.8317181955245814+0.5551980216403435j),(0.8317181955245814-0.5551980216403435j)
9,-0.8189007436709628,-0.09777752360649013,13.120396143409705,3.123448147585693,12676010.607648434,(25352021.215296827+0j),(1.0000496137437458+0j),(0.9999503728507146+0j),(3.975289097577211e-08+0j),(0.8232558154273963+0.5676705579515231j),(0.8232558154273963-0.5676705579515231j)
