Index,Initial x,Initial vy,Period,Jacobi Constant,Stability Index,Eig1,Eig2,Eig3,Eig4,Eig5,Eig6
0,1.045349359046561,0.4578322193483381,145.25630752383012,3.1740476347673936,28864373.765194632,(-17748789.231286556+0j),(0.9999806617352363+0.00740999584640493j),(0.9999806617352363-0.00740999584640493j),(-1.7322392097171094e-08+0j),(-0.9055345625612957+0.4242725020624872j),(-0.9055345625612957-0.4242725020624872j)
1,1.04533600445488,0.4579247372014334,145.25378745661504,3.1740567645394533,10638461.173748774,(-19071426.738040656+0j),(1.0041689130252387+0j),(0.9958373023460705+0j),(4.699927854545259e-08+0j),(-0.9080307289244993+0.41890356327955797j),(-0.9080307289244993-0.41890356327955797j)
2,1.0453203865894918,0.4580329811093232,145.2508413558761,3.1740674363034143,10289383.014243675,(-20578766.028487302+0j),(1.0159827460757413+0j),(0.9842621843695833+0j),(-6.230885722469696e-07+0j),(-0.9109247312130639+0.4125725803588222j),(-0.9109247312130639-0.4125725803588222j)
3,1.0453057850442018,0.45813422654780467,145.24808800124632,3.1740774084684067,10975217.58143672,(-21950435.162873395+0j),(1.0069446242550992+0j),(0.9930903131085298+0j),(3.065283658862435e-07+0j),(-0.9136058050509401+0.4066010735066485j),(-0.9136058050509401-0.4066010735066485j)
4,1.0452921340076224,0.4582289209737542,145.24551478192996,3.1740867269911113,11600203.360754047,(-23200406.72150805+0j),(1.006288812910693+0j),(0.9937506965974608+0j),(-7.75874685607529e-08+0j),(-0.9160907994348636+0.4009708807262487j),(-0.9160907994348636-0.4009708807262487j)
5,1.0452761693046204,0.4583397135141376,145.2425065436187,3.1740976193795714,12311608.837327646,(-24623217.67465525+0j),(1.574436956364167e-07+0j),(1.0140075097110324+0j),(0.9861905749241655+0j),(-0.9189704846338951+0.3943263221892121j),(-0.9189704846338951-0.3943263221892121j)
6,1.045261243344634,0.4584433448313253,145.23969511694986,3.174107797699411,12958156.191202,(-25916312.382403962+0j),(1.0060028439064386+0j),(0.9940286767231448+0j),(-5.251803987783743e-07+0j),(-0.9216369612430084+0.3880532330367251j),(-0.9216369612430084-0.3880532330367251j)
7,1.0452472888797848,0.4585402725538108,145.23706762514223,3.1741173088606978,13546625.627797484,(-27093251.25559493+0j),(0.9999740994665753+0.008886956788287867j),(0.9999740994665753-0.008886956788287867j),(2.632716848340297e-07+0j),(-0.9241072384633751+0.38213323830719836j),(-0.9241072384633751-0.38213323830719836j)
8,1.0452342429741257,0.45863092572217373,145.23461203394933,3.1741261966785084,14083030.403792229,(-28166060.80758442+0j),(1.0040787748121267+0j),(0.9959557731881441+0j),(3.6250864784129445e-07+0j),(-0.9263968584743248+0.3765486165269665j),(-0.9263968584743248-0.3765486165269665j)
9,1.0452189861771186,0.45873698640303734,145.2317413092734,3.174136585716311,14693845.905685736,(-29387691.81137144+0j),(0.999978209411212+0.00670144345645665j),(0.999978209411212-0.00670144345645665j),(-1.658436184406319e-07+0j),(-0.9290501614086885+0.3699537776344459j),(-0.9290501614086885-0.3699537776344459j)
10,1.0452189861771246,0.4587369864029969,145.23174130927336,3.174136585716305,14693832.044255478,(-29387664.088510923+0j),(1.0042082187338028+0j),(0.9958221551771523+0j),(-4.70376639472678e-08+0j),(-0.9290501617195561+0.36995377685378605j),(-0.9290501617195561-0.36995377685378605j)
11,1.045203723617678,0.4588431351663167,145.22887059774246,3.17414697329056,15287365.297866533,(-30574730.59573303+0j),(1.0055377408862307+0j),(0.9944800449971493+0j),(8.707941504918968e-08+0j),(-0.9316781687119704+0.36328472297218567j),(-0.9316781687119704-0.36328472297218567j)
12,1.045189454312673,0.458942419453606,145.22618770000744,3.1741566799954315,15826766.672589537,(-31653533.345179044+0j),(0.9999589302503984+0.010106636051015387j),(0.9999589302503984-0.010106636051015387j),(1.130435758643031e-07+0j),(-0.9341113307387866+0.35698182276537643j),(-0.9341113307387866-0.35698182276537643j)
13,1.0451761139344624,0.4590352783604862,145.22368032800514,3.174165750546432,16317688.654965498,(-32635377.309930965+0j),(0.999999691409333+0.0016722641659267367j),(0.999999691409333-0.0016722641659267367j),(-1.34835569097378e-07+0j),(-0.9363652372076883+0.35102726752840985j),(-0.9363652372076883-0.35102726752840985j)
14,1.0451605125964325,0.4591439218074131,145.22074906890538,3.174176353190952,16875783.798587173,(-33751567.59717432+0j),(1.000010972777846+0.001547575263499812j),(1.000010972777846-0.001547575263499812j),(4.5367209997458944e-07+0j),(-0.9389755283746861+0.3439839489176259j),(-0.9389755283746861-0.3439839489176259j)
15,1.0451459264113574,0.4592455414478197,145.2180095851476,3.17418626086828,17382244.153457694,(-34764488.30691536+0j),(0.9999691293244777+0.007373654404227568j),(0.9999691293244777-0.007373654404227568j),(-3.025495839842243e-07+0j),(-0.9413909722722238+0.33731741331260146j),(-0.9413909722722238-0.33731741331260146j)
16,1.045132289650904,0.4593405863253528,145.2154493294398,3.1741955192207048,17842523.31739477,(-35685046.63478951+0j),(1.8881190144703908e-07+0j),(1.0080031736830037+0j),(0.992051464431303+0j),(-0.9436273021800589+0.3310098406088568j),(-0.9436273021800589-0.3310098406088568j)
17,1.0451163415377105,0.4594517894809005,145.21245624658889,3.1742063413888184,18364996.068553925,(-36729992.13710782+0j),(3.602193276996957e-08+0j),(1.009772511400115+0j),(0.9903402347950225+0j),(-0.9462157970605045+0.3235361886909259j),(-0.9462157970605045-0.3235361886909259j)
18,1.0451014309818314,0.4595558054666239,145.20965898412007,3.174216454203174,18838374.407665327,(-37676748.815330625+0j),(1.0015010399080146+0j),(0.9985151493008217+0j),(1.0456403350413795e-07+0j),(-0.9486096548512706+0.3164486099233709j),(-0.9486096548512706-0.3164486099233709j)
19,1.045087490823481,0.4596530935093577,145.20704473005424,3.1742259042513576,19267920.495607447,(-38535840.99121487+0j),(1.0084294512251326+0j),(0.9916369976043805+0j),(4.2544014455756115e-07+0j),(-0.9508247452007028+0.30972940434117574j),(-0.9508247452007028-0.30972940434117574j)
20,1.0450711877147834,0.4597669234756736,145.20398852035035,3.1742369504985875,19754643.232465137,(-39509286.46493025+0j),(0.98724891864692+0j),(1.0129381967861777+0j),(-5.956232489563759e-07+0j),(-0.9533871020594267+0.3017499521561058j),(-0.9533871020594267-0.3017499521561058j)
21,1.0450559450875196,0.4598733987506893,145.20113226134214,3.17424727271019,65459596.22983383,(-40389677.270431265+0j),(1.0120128530370929+0j),(0.9881183217184344+0j),(-7.638299482393085e-09+0j),(-0.9557552587402773+0.2941630251913916j),(-0.9557552587402773-0.2941630251913916j)
22,1.0450416943189054,0.4599729889863304,145.19846287080924,3.174256918437837,20593637.060289305,(-41187274.12057859+0j),(0.9999902676970331+0.007597641782819155j),(0.9999902676970331-0.007597641782819155j),(7.977703907447598e-07+0j),(-0.9579452154638128+0.2869511529327564j),(-0.9579452154638128-0.2869511529327564j)
23,1.0450283711814103,0.4600661345437425,145.19596812252365,3.174265932097942,20955453.36563627,(-41910906.73127252+0j),(1.0061464464921448+0j),(0.9938750258715983+0j),(-1.1951865899637209e-07+0j),(-0.9599715293994224+0.28009759503075576j),(-0.9599715293994224-0.28009759503075576j)
24,1.04501278989562,0.4601751139938309,145.19305162149715,3.1742764683534013,21365383.847356167,(-42730767.69471231+0j),(5.045634849931702e-07+0j),(1.0100866226638257+0j),(0.9900320687040111+0j),(-0.9623153985985125+0.2719357895159588j),(-0.9623153985985125-0.2719357895159588j)
25,1.044998222346454,0.4602770485537794,145.19032593050957,3.1742863141039788,21736077.03950217,(-43472154.07900432+0j),(1.0074624459878505+0j),(0.9926074926296553+0j),(8.512522727450887e-07+0j),(-0.964481508864832+0.26415037205596875j),(-0.964481508864832-0.26415037205596875j)
26,1.044984602909457,0.4603723885485249,145.1877785654289,3.174295514686088,22071827.76961576,(-44143655.539231494+0j),(9.278498163584791e-07+0j),(1.000008148956301+0.004569556080729198j),(1.000008148956301-0.004569556080729198j),(-0.9664845287174706+0.2567248639091754j),(-0.9664845287174706-0.2567248639091754j)
27,1.0449686749326346,0.4604839377066154,145.18480055269472,3.1743062694467907,22451434.79424599,(-44902869.58849196+0j),(1.0109153341932453+0j),(0.9891926923700123+0j),(-2.9290330991719297e-07+0j),(-0.9687999263669733+0.24784410961487593j),(-0.9687999263669733-0.24784410961487593j)
28,1.0449537830771154,0.4605882780694564,145.18201737466774,3.174316319393403,22794004.144339506,(-45588008.28867899+0j),(0.9999780624001497+0.006993433791746562j),(0.9999780624001497-0.006993433791746562j),(-7.230037706677395e-07+0j),(-0.9709382224255854+0.23933024930522315j),(-0.9709382224255854-0.23933024930522315j)
