Index,Initial x,Initial z,Initial vy,Period,Jacobi Constant,Stability Index,Eig1,Eig2,Eig3,Eig4,Eig5,Eig6
0,1.0886946550258947,0.16196050760304342,0.04792958171960617,34.710348785776176,3.085926767422559,2953695284.7349668,(5907390569.4699335+0j),(25.715566501788032+0j),(1.0007835332481012+0j),(0.9992191196688177+0j),(4.102427245477345e-06+0j),(0.03888692152199729+0j)
1,1.0891363457112897,0.16137541707777991,0.04780482429627333,34.71340662359251,3.086514237446235,2926130592.5940228,(5852261185.1880455+0j),(25.856511769885774+0j),(0.9999992269027034+0.0006343635648886403j),(0.9999992269027034-0.0006343635648886403j),(-1.334828374878078e-07+0j),(0.038685597385234+0j)
2,1.09008023679726,0.16010767190558906,0.04756552943457348,34.72406943136898,3.0877773886544713,2841821133.820667,(5683642267.641334+0j),(25.96728372561469+0j),(1.0010299644600638+0j),(0.9989680422129884+0j),(-1.0165805584289291e-06+0j),(0.038511412648443814+0j)
3,1.0909296858661306,0.15894233948950082,0.047391272624266866,34.739038105416704,3.088925418485857,2734288751.572867,(5468577503.145734+0j),(25.789365882612643+0j),(1.0014762774245953+0j),(0.9985251774274725+0j),(5.2202443921222375e-06+0j),(0.03877221338783699+0j)
4,1.091540399919709,0.1580868801418337,0.047297558549421616,34.75342116967888,3.089759215459131,2636920272.351611,(5273840544.703222+0j),(25.452182814219857+0j),(0.9999991975550425+0.0007905373875355834j),(0.9999991975550425-0.0007905373875355834j),(-3.1158104175828276e-06+0j),(0.03929725570741344+0j)
5,1.092263813762343,0.15704999221611257,0.04723085721350697,34.77504067336995,3.0907584417777265,2498022708.589672,(4996045417.179344+0j),(24.76208589954969+0j),(1.0023765560536326+0j),(0.9976206160651071+0j),(-4.89189781256981e-06+0j),(0.0403845886197276+0j)
6,1.092821110842422,0.1562298301010289,0.04722123945099987,34.7956826119345,3.0915389370931567,2372096850.483919,(4744193700.967838+0j),(23.958734756503603+0j),(0.9999998255851605+0.0006262022590308894j),(0.9999998255851605-0.0006262022590308894j),(1.154641179159567e-06+0j),(0.04174017944223563+0j)
7,1.0932945571410668,0.15551499695492574,0.04724954692079401,34.81647512836524,3.0922112326964224,2250955337.105606,(4501910674.211212+0j),(23.041669717332738+0j),(0.9999992662963386+0.002270589185636569j),(0.9999992662963386-0.002270589185636569j),(2.2032355982415133e-06+0j),(0.043398483447331146+0j)
8,1.093685051789341,0.15491020276385561,0.04730434433046897,34.83629404639118,3.0927736135890913,2140340715.1406517,(4280681430.2813034+0j),(22.08605294770839+0j),(1.0016799379779482+0j),(0.998319722051754+0j),(-2.847256944345207e-07+0j),(0.04527701333759324+0j)
9,1.0940136518431938,0.15438843055685364,0.04737752739363024,34.85517946187245,3.0932535788129547,2039061180.4274285,(4078122360.854857+0j),(21.113644006463325+0j),(1.0000009974077995+0.0021986583954726998j),(1.0000009974077995-0.0021986583954726998j),(1.7934134920640807e-06+0j),(0.047366477461051375+0j)
10,1.0942941173250638,0.15393200728776263,0.04746371447798034,34.87317235354975,3.0936690891097554,1946127258.9186864,(3892254517.837373+0j),(20.139529626947883+0j),(1.0031768116593887+0j),(0.9968251353531331+0j),(2.3378306282733034e-07+0j),(0.04965603830914031+0j)
11,1.0945519715656131,0.15350166967446716,0.04756617319094173,34.89150005696223,3.0940567958740055,1854887030.5649364,(3709774061.129873+0j),(19.106502006278795+0j),(1.0035106695316027+0j),(0.9964877561161744+0j),(1.6323234825182163e-06+0j),(0.05233984182545054+0j)
12,1.0947748696096202,0.15311985629512814,0.047676242822897306,34.90895881142295,3.0943971904622156,1771069609.6407332,(3542139219.2814665+0j),(18.089958189439464+0j),(0.9999993352461432+0.0021690529805053933j),(0.9999993352461432-0.0021690529805053933j),(8.585636699557328e-07+0j),(0.05527963390433354+0j)
13,1.0949689230069366,0.1527786646807631,0.04779149027960514,34.92558894854199,3.0946982555034386,1693949004.240858,(3387898008.481716+0j),(17.09693618305678+0j),(0.9999997330146715+0.002386352263847087j),(0.9999997330146715-0.002386352263847087j),(-7.207419318486486e-08+0j),(0.058488359493796875+0j)
14,1.095138836928888,0.15247198431067208,0.04791005992267809,34.94142921247491,3.094966145228422,1622885721.8899684,(3245771443.779937+0j),(16.13256538183812+0j),(0.999999714900214+0.001853391952688743j),(0.999999714900214-0.001853391952688743j),(5.218440921857936e-07+0j),(0.06198701146007788+0j)
15,1.095288321076509,0.15219497265375914,0.04803051299720442,34.956516714303184,3.0952057209965416,1557313323.4544353,(3114626646.9088707+0j),(15.20050075404024+0j),(1.0000000758238983+0.0011780193873805024j),(1.0000000758238983-0.0011780193873805024j),(4.356352619506444e-08+0j),(0.06578738932045929+0j)
16,1.0954203567353369,0.1519437151190786,0.048151721010750874,34.9708869380156,3.0954208988896212,1496728019.5518122,(2993456039.1036243+0j),(14.303257634304032+0j),(1.000000281506545+0.0020320358640012522j),(1.000000281506545-0.0020320358640012522j),(1.2056805017904559e-06+0j),(0.06991202628060604+0j)
17,1.0955373775066317,0.15171499521000825,0.04827279205051144,34.98457377350861,3.095614884651238,1440680285.4788542,(2881360570.9577084+0j),(13.44243306883104+0j),(1.0011754444521328+0j),(0.99882351189004+0j),(1.5142688686987505e-06+0j),(0.07438854391506128+0j)
18,1.0956413957937414,0.15150613383481304,0.04839301816090085,34.9976095638811,3.095790337911581,1388767950.750433,(2777535901.500866+0j),(12.618906187805196+0j),(1.0014076786855495+0j),(0.9985916125993364+0j),(-2.2152736199349053e-06+0j),(0.07924266187420402+0j)
19,1.0957340938639326,0.15131487372139948,0.048511836715790804,35.010025160094706,3.0959494902824534,1340630404.460538,(2681260808.921076+0j),(11.832973022207565+0j),(0.9999997171342765+0.0017623618870326594j),(0.9999997171342765-0.0017623618870326594j),(-2.2305613277116875e-06+0j),(0.084511663789466+0j)
20,1.0958168910079826,0.15113929422863592,0.04862880139922817,35.021849979072876,3.0960942323606457,1295943629.557988,(2591887259.115976+0j),(11.084485114349427+0j),(1.0003736043869804+0j),(0.999627085602856+0j),(-1.293152973169659e-06+0j),(0.09021922552313054+0j)
21,1.0958974527393464,0.15096344864882152,0.048754062782881656,35.03412722836596,3.096237798641733,1250721515.2433498,(2501443030.4866996+0j),(10.308887202761046+0j),(0.9999993539394549+0.0023390035721355864j),(0.9999993539394549-0.0023390035721355864j),(-3.889520191942231e-07+0j),(0.09700742797342181+0j)
22,1.0959692852200733,0.15080179493750406,0.04887689780181749,35.04582017916259,3.096368463809461,1208742759.5122135,(2417485519.024427+0j),(9.572991539751186+0j),(1.0017799915261665+0j),(0.9982196198142342+0j),(-2.7520023823068203e-08+0j),(0.10446163699206532+0j)
23,1.0960334395724545,0.15065288258473125,0.048997024831378036,35.05695658643794,3.096487641652585,1169733217.0684237,(2339466434.1368475+0j),(8.875824611469179+0j),(1.000000925890898+0.001260005458300496j),(1.000000925890898-0.001260005458300496j),(-3.478751096848823e-07+0j),(0.11266655049537967+0j)
24,1.0960908204952298,0.1505154499560592,0.04911422735057098,35.067562898221546,3.0965965557820794,1133445643.7832172,(2266891287.5664344+0j),(8.216167413532416+0j),(1.0014991239599318+0j),(0.9985020237991828+0j),(-9.0901974969703e-07+0j),(0.1217121529387063+0j)
25,1.0961422106270569,0.1503883934249109,0.049228342630159315,35.07766431442915,3.096696271067455,1099656714.8838863,(2199313429.7677727+0j),(7.592619275355334+0j),(1.0020719298241945+0j),(0.997927210536184+0j),(-1.681373383799413e-06+0j),(0.13170874067163096+0j)
26,1.0961882900391506,0.15027074266774554,0.049339252568827104,35.08728484375942,3.096787718773913,1068164410.0405984,(2136328820.0811968+0j),(7.0036388109682886+0j),(1.0010445662594003+0j),(0.9989554390393296+0j),(-3.416820771042301e-07+0j),(0.14278072185719953+0j)
27,1.0962296520056156,0.1501616406672019,0.04944687619489983,35.09644735850415,3.0968717168897544,1038785711.3153617,(2077571422.6307235+0j),(6.447575397477834+0j),(0.999998803226429+0.0035867165250516326j),(0.999998803226429-0.0035867165250516326j),(-8.963674735038635e-07+0j),(0.1550974348927679+0j)
28,1.0962668158868434,0.15006032736335084,0.049551163484258365,35.10517364720312,3.096948986727939,1011354577.183429,(2022709154.366858+0j),(5.9227007991226515+0j),(0.9999991781469271+0.002125938902568929j),(0.9999991781469271-0.002125938902568929j),(-1.1108261721558815e-06+0j),(0.16883907179451457+0j)
