Index,Initial x,Initial z,Initial vy,Period,Jacobi Constant,Stability Index,Eig1,Eig2,Eig3,Eig4,Eig5,Eig6
0,0.8399713310381622,0.1656638298449735,0.28853064459904904,51.548320472111556,3.007686036643701,43594812.425525144,(87189624.85105027+0j),(1.2945569627570645e-08+0j),(0.8860802447139501+0.46353281943804736j),(0.8860802447139501-0.46353281943804736j),(0.998895588809596+0j),(1.0011044123773234+0j)
1,0.8397281216865055,0.16524976455830084,0.28906112480037116,51.51623980992739,3.00787656726134,292435729.0190999,(87240416.8478562+0j),(1.7097773985317077e-09+0j),(0.8826574552528436+0.47001679039723604j),(0.8826574552528436-0.47001679039723604j),(0.9999999733136391+0.00031255460989368627j),(0.9999999733136391-0.00031255460989368627j)
2,0.8394685433046535,0.16481132534147075,0.28968323624506426,51.48357741962132,3.0080438362465243,114672529.60844797,(87079892.73215991+0j),(4.3602421757613764e-09+0j),(0.8876068726048763+0.46060263821923747j),(0.8876068726048763-0.46060263821923747j),(1.000989262236114+0j),(0.9990107477785338+0j)
3,0.839209286263303,0.16437702864980522,0.2903534932210715,51.45247699218395,3.008178571579302,108318688.69404872,(86733649.11589688+0j),(0.8984037750371415+0.43916975304963735j),(0.8984037750371415-0.43916975304963735j),(0.9999999785880399+0.0008804874238419139j),(0.9999999785880399-0.0008804874238419139j),(4.616008613363791e-09+0j)
4,0.8389506526423804,0.16394725688075878,0.2910631107994047,51.42286444926408,3.008285197459207,43117348.82205183,(86234697.64410365+0j),(1.2951004625373556e-08+0j),(0.9125611097840435+0.40894118520009365j),(0.9125611097840435-0.40894118520009365j),(0.9990515302020953+0j),(1.0009485237127318+0j)
5,0.8386929890197353,0.16352237494795568,0.2918040032149113,51.39466910598744,3.0083677585149387,42806288.506650686,(85612577.01330136+0j),(1.6703492811748088e-08+0j),(0.928121199576334+0.3722779964805041j),(0.928121199576334-0.3722779964805041j),(1.0002541833736414+0j),(0.9997459724523645+0j)
6,0.8384366911873586,0.16310275559494228,0.2925686038743636,51.36782350699331,3.008430000969597,45729501.16596862,(84893756.21662804+0j),(1.0933860795579692e-08+0j),(0.9435669641856856+0.3311830065427544j),(0.9435669641856856-0.3311830065427544j),(0.999103650932686+0j),(1.0008962645341393+0j)
7,0.8381990057590213,0.16271604400618597,0.2932975798260939,51.34391816556164,3.0084728867115915,320421111.7353329,(84156294.34411931+0j),(1.5604464927173675e-09+0j),(0.9568597571158821+0.29055217311556236j),(0.9568597571158821-0.29055217311556236j),(1.001175753699393+0j),(0.9988243537306087+0j)
8,0.8379641026446034,0.16233589395547307,0.2940327743579751,51.32115705935289,3.0085037823858105,62212103.79743201,(83375468.53108385+0j),(8.037021246348513e-09+0j),(0.9682921319991589+0.2498276832153124j),(0.9682921319991589-0.2498276832153124j),(0.9981071542079272+0j),(1.0018926920074585+0j)
9,0.8377324719873498,0.1619627277791927,0.2947684035159909,51.29948530306432,3.0085254275450777,41283822.55972562,(82567645.11945122+0j),(2.3414944804309575e-08+0j),(0.9773415211969048+0.2116680039853363j),(0.9773415211969048-0.2116680039853363j),(0.9996735819773651+0j),(1.0003267054899585+0j)
10,0.8375046653565249,0.1615970301926793,0.2954987282729378,51.278850477841175,3.0085404788994263,91548823.07531218,(81747636.44174635+0j),(-5.461566661416035e-09+0j),(0.9836168671432555+0.180278523035095j),(0.9836168671432555-0.180278523035095j),(1.0016295917365652+0j),(0.9983705575868571+0j)
11,0.8372813051735803,0.16123936190218452,0.2962179628920604,51.259202499429605,3.0085515467349793,108586235.12337577,(80928923.16339877+0j),(-4.604635195537442e-09+0j),(0.9868089537725597+0.16188866180936265j),(0.9868089537725597-0.16188866180936265j),(0.9999995618358848+0.0010313418305787937j),(0.9999995618358848-0.0010313418305787937j)
12,0.837063094403432,0.16089037261379135,0.2969201904036761,51.24049349321022,3.0085612276137925,40061924.4177682,(80123848.83553639+0j),(2.775475423730178e-08+0j),(0.9866426525728343+0.1629036750196954j),(0.9866426525728343-0.1629036750196954j),(0.9986325826851933+0j),(1.0013678967826134+0j)
13,0.836850825876551,0.16055081293231982,0.29759928682636794,51.2226776781988,3.0085721330515085,68981569.71627322,(79343780.71976358+0j),(7.248312876273191e-09+0j),(0.9828364913734031+0.18448052766111456j),(0.9828364913734031-0.18448052766111456j),(0.999427009153457+0j),(1.000572682213821+0j)
14,0.8366310747240203,0.1601985584171598,0.2982937267092504,51.20453660104636,3.0085881822067155,39273966.223167814,(78547932.44633561+0j),(2.6375450119386304e-08+0j),(0.974331927102976+0.22512024691888513j),(0.974331927102976-0.22512024691888513j),(0.9984447746010174+0j),(1.001555729963348+0j)
15,0.8364196568992543,0.1598581348530036,0.29894826461655094,51.187258767944094,3.008612110189057,118759267.77244605,(77802242.77422272+0j),(0.9606460822430914+0.27777637848762166j),(0.9606460822430914-0.27777637848762166j),(1.0008745844281879+0j),(0.9991255306181798+0j),(4.210197733435399e-09+0j)
16,0.8362180177832036,0.15953100530735262,0.2995537014292153,51.17080103285008,3.00864748378757,92088894.3106721,(77118332.40211739+0j),(5.429536359869785e-09+0j),(0.9409440951989788+0.3385611773937212j),(0.9409440951989788-0.3385611773937212j),(0.9999999326604996+0.000858642468662744j),(0.9999999326604996-0.000858642468662744j)
17,0.8360399950872598,0.15923901284395503,0.3000659644228347,51.156137598349545,3.0086941541776033,48312303.54839508,(76545166.8945233+0j),(1.0349330569575167e-08+0j),(0.9161108024244407+0.4009252751228593j),(0.9161108024244407-0.4009252751228593j),(1.000310091162998+0j),(0.9996899220786957+0j)
18,0.8358738935233332,0.1589624444946253,0.3005167990510005,51.142166374478954,3.0087570245496096,38022597.636991,(76045195.27398199+0j),(1.3406886327437403e-08+0j),(0.8839159254035516+0.46764577724787915j),(0.8839159254035516-0.46764577724787915j),(1.0000000103822713+0.00014207135847342476j),(1.0000000103822713-0.00014207135847342476j)
19,0.8357211645424715,0.1587027892271268,0.30089781160823637,51.12885268693583,3.0088391835724773,37812576.94634895,(75625153.89269789+0j),(1.4984638881238866e-08+0j),(0.842856260637828+0.5381387521036642j),(0.842856260637828-0.5381387521036642j),(1.0000000065141315+0.00016386066187200972j),(1.0000000065141315-0.00016386066187200972j)
20,0.835583307297156,0.15846158581121353,0.3012004711217496,51.116163794614216,3.008943730528227,260251711.1719291,(75290625.55328104+0j),(0.7910524174061948+0.6117482227402243j),(0.7910524174061948-0.6117482227402243j),(-1.9212169547261378e-09+0j),(0.9999999937869685+0.0005081124319636228j),(0.9999999937869685-0.0005081124319636228j)
