Index,Initial theta1,Initial omega1,Initial omega2,Period,Hamiltonian,Eig1,Eig2,Eig3,Eig4
0,3.1415926535897927,1.4054231864641317e-05,4.7984149031484636e-05,5.283508002374253,1.0000000006743803,535.4916560712026,0.001867442729701926,1.0000000002234122,0.9999999997765998
1,3.1415926535897927,2.8108463724822287e-05,9.596829802332396e-05,5.283508005888443,1.0000000026975213,535.4916576817149,0.0018674427242590173,1.0000000004473606,0.9999999995526312
2,3.1415926535897927,5.2024401384833555e-05,0.00017762241652199414,5.283508017322301,1.0000000092407,535.4916607009052,0.0018674427136668812,0.9999999999999923,0.9999999999999923
3,3.1415926535897927,9.272189904787145e-05,0.0003165723637663108,5.283508052415734,1.0000000293531905,535.4916743187083,0.0018674426663596007,0.9999999999999342,0.9999999999999342
4,3.1415926535897927,0.00016197639732787019,0.0005530220046022438,5.283508157526644,1.0000000895765102,535.4917268330984,0.0018674424830165824,0.9999999991391474,1.000000000860921
5,3.1415926535897927,0.0002577000407826408,0.000879842942276378,5.28350839692153,1.0000002267355506,535.491836017332,0.001867442102164163,1.0000000000000355,1.0000000000000355
6,3.1415926535897927,0.00039000933673054555,0.0013315750560310613,5.283508907607399,1.0000005193266432,535.4920689347247,0.001867441289966453,1.0000000013688741,0.9999999986310413
7,3.1415926535897927,0.0005728872798480472,0.0019559591691108635,5.283509956963,1.000001120543843,535.4925475324425,0.0018674396210233107,1.0000000000000264,1.0000000000000264
8,3.1415926535897927,0.0008256610291454326,0.0028189820315001955,5.283512063603791,1.0000023275223768,535.4935083477098,0.0018674362703437189,0.999999999999935,0.999999999999935
9,3.1415926535897927,0.0011750441943333735,0.004011848792007736,5.283516229088202,1.000004714094592,535.4954081815338,0.0018674296450527114,0.9999999999999666,0.9999999999999666
10,3.1415926535897927,0.0016579592536949586,0.005660618450954208,5.283524381701705,1.0000093850547682,535.4991265144411,0.0018674166781518229,1.0000000000000036,1.0000000000000036
11,3.1415926535897927,0.0023254375550228047,0.007939516933250571,5.283540225773863,1.0000184627735438,535.5063529003024,0.001867391478491173,0.9999999999999232,0.9999999999999232
12,3.1415926535897927,0.003248006858888136,0.01108932502117317,5.283570866085008,1.0000360179095389,535.5203279419076,0.0018673427465708422,1.0000000000000124,1.0000000000000124
13,3.1415926535897927,0.004523129956417742,0.015442758679458494,5.283629912886937,1.000069848498026,535.547259823375,0.001867248840726598,1.0000000012530166,0.9999999987469789
14,3.1415926535897927,0.006083627177147457,0.02077038159647026,5.283728537742078,1.000126355637502,535.5922456321779,0.0018670920055297907,0.9999999946868301,1.0000000053131644
15,3.1415926535897927,0.007993278509622932,0.027289805467941117,5.283888703960375,1.0002181242269927,535.6653075067045,0.0018668373442136971,1.0000000074976612,0.9999999925023174
16,3.1415926535897927,0.010330042113247884,0.035266910156383634,5.284143785297028,1.000364278578931,535.7816793439955,0.0018664318669061044,0.9999999903740626,1.0000000096259294
17,3.1415926535897927,0.013189140824428798,0.04502625748944423,5.284544312772943,1.0005937777166143,535.964438602404,0.0018657954297854461,0.999999999999936,0.999999999999936
18,3.1415926535897927,0.016686765783184825,0.056963505238948164,5.285166544863139,1.0009503319467452,536.248440312756,0.0018648072884587925,0.9999999999999766,0.9999999999999766
19,3.1415926535897927,0.020964474923194462,0.07155999762921059,5.286125192116132,1.00149970806335,536.6861792314257,0.0018632862902938333,1.000000000000032,1.000000000000032
20,3.1415926535897927,0.026194334351315827,0.0893995357533592,5.287592192498064,1.0023405203181908,537.3564876926092,0.0018609619925607271,0.9999999999999936,0.9999999999999936
21,3.1415926535897927,0.032584781054334606,0.11118696864598178,5.289824164277008,1.0036200359252756,538.3773628587206,0.0018574332224518325,1.0000000000000244,1.0000000000000244
22,3.1415926535897927,0.04038704937728643,0.13776756888744676,5.293202014150745,1.005557039668736,539.9247212367336,0.001852110045565124,0.9999999999998409,0.9999999999998409
23,3.1415926535897927,0.04990176929882462,0.17014501041975155,5.298286963811514,1.0084743118072093,542.2594863369296,0.0018441355572392183,0.999999999999415,0.999999999999415
24,3.1415926535897927,0.06148499229672684,0.2094940393831941,5.305897514762279,1.0128435411485863,545.7660558933125,0.0018322869096083184,0.9999999799949273,1.0000000200050625
25,3.1415926535897927,0.07439304730201819,0.25323863331008756,5.316193273642614,1.018760034560725,550.5331708240763,0.0018164209771112695,0.9999999999999645,0.9999999999999645
26,3.1415926535897927,0.0887482012082582,0.3017333243890741,5.3298527128668525,1.0266194529570245,556.8994179997277,0.0017956563926264924,1.0000000000000273,1.0000000000000273
27,3.1415926535897927,0.10467581038634705,0.35531962390002686,5.347672769803992,1.0368896732663595,565.2769096737712,0.0017690444858536399,0.9999999999999447,0.9999999999999447
28,3.1415926535897927,0.12230346014373569,0.4143173180902777,5.3705728200503025,1.0501151147979768,576.1638492941333,0.001735617396192521,1.0000001326955081,0.9999998673046834
29,3.1415926535897927,0.14176090833290164,0.47901839983817146,5.399594719329622,1.0669193853538983,590.1600969048698,0.0016944554627837522,0.9999999561334649,1.0000000438664647
30,3.1415926535897927,0.16318120220543905,0.5496853740040614,5.435899970837007,1.0880067897854757,607.9879663090854,0.0016447693957000603,0.9999999999997145,0.9999999999997145
31,3.1415926535897927,0.18670310465315357,0.6265548715052611,5.480766321338369,1.1141638130450235,630.5217790081107,0.0015859880391791577,0.9999999999926723,0.9999999999926723
32,3.1415926535897927,0.21247459248765377,0.7098461227950206,5.535586892018742,1.1462619458065433,658.8313040261464,0.0015178392312309166,1.0000002151497152,0.9999997848503259
33,3.1415926535897927,0.23885157388329004,0.7940488466682032,5.597439244316511,1.182647043027165,691.8349731650989,0.0014454314088569388,0.9999999999999771,0.9999999999999771
34,3.1415926535897927,0.26585819620913237,0.8791447056927328,5.666386823649766,1.223400461603076,730.010154943385,0.0013698439578175318,0.9999999999999819,0.9999999999999819
35,3.1415926535897927,0.29352347692753467,0.9651408325559815,5.74251668592895,1.2686129519444882,773.9420325970376,0.0012920864327553255,0.999999999999664,0.999999999999664
36,3.1415926535897927,0.3218785454175364,1.052059651827788,5.825946337480294,1.3183851230793042,824.3499159207421,0.0012130770933546004,0.9999999999925628,0.9999999999925628
37,3.1415926535897927,0.3509540971350148,1.139929515473281,5.916828283885933,1.3728254945189478,882.120127560817,0.0011336324484895637,0.9999999998322128,0.9999999998322128
38,3.1415926535897927,0.3807779430394256,1.228775865866936,6.0153532759152695,1.4320461595125544,948.3485753462741,0.0010544645986914035,1.000000000000033,1.000000000000033
39,3.1415926535897927,0.40839403315523626,1.3099233526496528,6.1111633048200025,1.489770400112433,1016.607209465365,0.0009836640845423165,0.9999999999998146,0.9999999999998146
40,3.1415926535897927,0.43401958456461354,1.3842898410599818,6.203882524557779,1.5456932800827063,1086.556458081349,0.0009203387388107087,0.9999999999997845,0.9999999999997845
